test/stochastic/0/hammer-v1/success,test/stochastic/1/push-wall-v1/success,test/stochastic/2/faucet-close-v1/success,test/stochastic/3/push-back-v1/success,test/stochastic/4/stick-pull-v1/success,test/stochastic/5/handle-press-side-v1/success,test/stochastic/6/push-v1/success,test/stochastic/7/shelf-place-v1/success,test/stochastic/8/window-close-v1/success,test/stochastic/9/peg-unplug-side-v1/success,epoch,directory,method,seed,test/stochastic/average_success
1.0,0.6,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,300,cl_119,packnet,19,0.4599999999999999
0.9,0.7,1.0,1.0,0.0,0.9,1.0,0.0,0.0,0.0,350,cl_119,packnet,19,0.55
1.0,0.8,1.0,1.0,0.0,1.0,0.8,1.0,0.0,0.0,400,cl_119,packnet,19,0.6599999999999999
1.0,0.6,1.0,1.0,0.0,1.0,0.7,1.0,1.0,0.0,450,cl_119,packnet,19,0.73
1.0,0.9,1.0,1.0,0.0,1.0,0.9,0.7,1.0,1.0,500,cl_119,packnet,19,0.85
0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,cl_12,None_fifo,12,0.09
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,cl_12,None_fifo,12,0.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,cl_12,None_fifo,12,0.1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,200,cl_12,None_fifo,12,0.1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,250,cl_12,None_fifo,12,0.1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,300,cl_12,None_fifo,12,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,350,cl_12,None_fifo,12,0.08
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,400,cl_12,None_fifo,12,0.08
0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,450,cl_12,None_fifo,12,0.12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,500,cl_12,None_fifo,12,0.09
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,cl_120,None_reservoir,0,0.1
1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,cl_120,None_reservoir,0,0.1399999999999999
0.7,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,cl_120,None_reservoir,0,0.1699999999999999
0.8,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,cl_120,None_reservoir,0,0.11
1.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,cl_120,None_reservoir,0,0.2
0.9,0.2,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,300,cl_120,None_reservoir,0,0.25
1.0,0.4,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,350,cl_120,None_reservoir,0,0.2799999999999999
0.8,0.6,0.4,0.0,0.0,0.8,0.0,0.0,0.0,0.0,400,cl_120,None_reservoir,0,0.2599999999999999
1.0,0.4,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,450,cl_120,None_reservoir,0,0.3
0.0,0.0,0.5,0.0,0.0,0.6,0.0,0.0,0.0,0.0,500,cl_120,None_reservoir,0,0.11
0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,cl_121,None_reservoir,1,0.09
1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,cl_121,None_reservoir,1,0.12
0.7,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,cl_121,None_reservoir,1,0.24
1.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,200,cl_121,None_reservoir,1,0.21
0.8,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,cl_121,None_reservoir,1,0.21
1.0,0.5,1.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,300,cl_121,None_reservoir,1,0.3399999999999999
0.8,0.2,0.9,0.0,0.0,0.8,0.0,0.0,0.0,0.0,350,cl_121,None_reservoir,1,0.27
1.0,0.4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,cl_121,None_reservoir,1,0.3399999999999999
0.9,0.5,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,450,cl_121,None_reservoir,1,0.2799999999999999
0.8,0.3,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,500,cl_121,None_reservoir,1,0.26
0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,50,cl_122,None_reservoir,2,0.13
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,100,cl_122,None_reservoir,2,0.12
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,cl_122,None_reservoir,2,0.2
0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,cl_122,None_reservoir,2,0.18
0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,cl_122,None_reservoir,2,0.19
0.9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,300,cl_122,None_reservoir,2,0.29
0.8,0.0,0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,350,cl_122,None_reservoir,2,0.27
1.0,0.0,0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,cl_122,None_reservoir,2,0.29
0.9,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.0,0.0,450,cl_122,None_reservoir,2,0.27
1.0,0.0,0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.5,500,cl_122,None_reservoir,2,0.3399999999999999
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,cl_123,None_reservoir,3,0.1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,cl_123,None_reservoir,3,0.1
1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,cl_123,None_reservoir,3,0.13
0.8,0.0,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,200,cl_123,None_reservoir,3,0.27
1.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,250,cl_123,None_reservoir,3,0.2299999999999999
0.9,0.0,0.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,300,cl_123,None_reservoir,3,0.3299999999999999
0.1,0.0,0.6,1.0,0.0,0.6,0.0,0.0,0.0,0.0,350,cl_123,None_reservoir,3,0.2299999999999999
0.8,0.0,0.6,1.0,0.0,0.4,0.0,0.0,0.0,0.0,400,cl_123,None_reservoir,3,0.2799999999999999
1.0,0.0,0.1,1.0,0.0,0.9,0.0,0.0,0.0,0.0,450,cl_123,None_reservoir,3,0.3
0.8,0.0,0.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,500,cl_123,None_reservoir,3,0.32
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,cl_124,None_reservoir,4,0.1
0.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,cl_124,None_reservoir,4,0.11
1.0,0.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,cl_124,None_reservoir,4,0.25
1.0,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,cl_124,None_reservoir,4,0.2299999999999999
0.7,0.8,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,250,cl_124,None_reservoir,4,0.19
0.8,0.9,0.4,0.0,0.0,0.8,0.0,0.0,0.0,0.0,300,cl_124,None_reservoir,4,0.29
0.0,0.9,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,350,cl_124,None_reservoir,4,0.1399999999999999
0.0,0.9,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,400,cl_124,None_reservoir,4,0.1699999999999999
0.7,0.7,0.4,0.0,0.0,0.9,0.0,0.0,0.1,0.0,450,cl_124,None_reservoir,4,0.2799999999999999
0.7,0.7,0.3,0.0,0.0,0.8,0.0,0.0,1.0,0.0,500,cl_124,None_reservoir,4,0.35
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,cl_125,None_reservoir,5,0.1
0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,cl_125,None_reservoir,5,0.18
0.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,cl_125,None_reservoir,5,0.18
1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,cl_125,None_reservoir,5,0.18
0.1,0.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,cl_125,None_reservoir,5,0.12
1.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,cl_125,None_reservoir,5,0.2
1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,cl_125,None_reservoir,5,0.19
1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,cl_125,None_reservoir,5,0.18
0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450,cl_125,None_reservoir,5,0.1
0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,cl_125,None_reservoir,5,0.18
0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,cl_126,None_reservoir,6,0.09
0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,cl_126,None_reservoir,6,0.0699999999999999
1.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,cl_126,None_reservoir,6,0.1699999999999999
0.8,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,cl_126,None_reservoir,6,0.17
0.9,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,cl_126,None_reservoir,6,0.15
1.0,0.0,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,300,cl_126,None_reservoir,6,0.26
1.0,0.0,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,350,cl_126,None_reservoir,6,0.26
0.9,0.0,0.7,0.0,0.0,0.9,0.0,0.0,0.0,0.0,400,cl_126,None_reservoir,6,0.25
0.6,0.0,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,450,cl_126,None_reservoir,6,0.24
0.8,0.0,0.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,500,cl_126,None_reservoir,6,0.25
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,cl_127,None_reservoir,7,0.1
0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,cl_127,None_reservoir,7,0.0699999999999999
0.9,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,cl_127,None_reservoir,7,0.16
0.6,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,cl_127,None_reservoir,7,0.15
0.9,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,cl_127,None_reservoir,7,0.15
1.0,0.0,0.4,0.0,0.0,0.9,0.0,0.0,0.0,0.0,300,cl_127,None_reservoir,7,0.2299999999999999
0.7,0.0,0.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,350,cl_127,None_reservoir,7,0.24
0.4,0.0,0.6,0.0,0.0,0.9,0.0,0.0,0.0,0.0,400,cl_127,None_reservoir,7,0.19
0.2,0.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,450,cl_127,None_reservoir,7,0.16
0.7,0.0,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,500,cl_127,None_reservoir,7,0.2299999999999999
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,cl_128,None_reservoir,8,0.1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,cl_128,None_reservoir,8,0.1
1.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,cl_128,None_reservoir,8,0.19
1.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,cl_128,None_reservoir,8,0.16
1.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,cl_128,None_reservoir,8,0.16
0.7,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,300,cl_128,None_reservoir,8,0.2099999999999999
0.8,0.0,0.8,0.0,0.0,0.9,0.0,0.0,0.0,0.0,350,cl_128,None_reservoir,8,0.25
0.2,0.0,0.6,0.0,0.0,0.9,0.0,0.0,0.0,0.0,400,cl_128,None_reservoir,8,0.17
1.0,0.0,0.7,0.0,0.0,0.7,0.0,0.0,1.0,0.0,450,cl_128,None_reservoir,8,0.3399999999999999
1.0,0.0,0.8,0.0,0.0,1.0,0.0,0.0,0.7,1.0,500,cl_128,None_reservoir,8,0.45
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,cl_129,None_reservoir,9,0.1
0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,cl_129,None_reservoir,9,0.19
0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,cl_129,None_reservoir,9,0.13
0.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,cl_129,None_reservoir,9,0.15
1.0,0.6,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,250,cl_129,None_reservoir,9,0.19
1.0,0.9,0.0,0.4,0.0,0.9,0.0,0.0,0.0,0.0,300,cl_129,None_reservoir,9,0.3199999999999999
0.9,0.7,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,350,cl_129,None_reservoir,9,0.18
0.8,0.7,0.0,0.4,0.0,0.9,0.0,0.0,0.0,0.0,400,cl_129,None_reservoir,9,0.2799999999999999
0.7,1.0,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.0,450,cl_129,None_reservoir,9,0.25
0.9,0.9,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,500,cl_129,None_reservoir,9,0.28
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,cl_13,None_fifo,13,0.1
0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,cl_13,None_fifo,13,0.05
0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,cl_13,None_fifo,13,0.08
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,200,cl_13,None_fifo,13,0.1
0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,250,cl_13,None_fifo,13,0.08
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,300,cl_13,None_fifo,13,0.13
0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,350,cl_13,None_fifo,13,0.06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,400,cl_13,None_fifo,13,0.05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,450,cl_13,None_fifo,13,0.09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,500,cl_13,None_fifo,13,0.1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,cl_130,None_reservoir,10,0.1
0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,cl_130,None_reservoir,10,0.09
0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,cl_130,None_reservoir,10,0.1399999999999999
0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,cl_130,None_reservoir,10,0.15
0.9,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,cl_130,None_reservoir,10,0.16
0.8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,300,cl_130,None_reservoir,10,0.2799999999999999
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,350,cl_130,None_reservoir,10,0.3
0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,cl_130,None_reservoir,10,0.25
1.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.9,0.0,450,cl_130,None_reservoir,10,0.37
0.9,0.0,1.0,0.0,0.0,0.9,0.0,0.0,1.0,0.0,500,cl_130,None_reservoir,10,0.38
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,cl_132,None_reservoir,12,0.1
1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,cl_132,None_reservoir,12,0.1699999999999999
1.0,0.5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,cl_132,None_reservoir,12,0.24
0.2,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,cl_132,None_reservoir,12,0.1399999999999999
0.0,0.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,cl_132,None_reservoir,12,0.16
1.0,0.6,0.8,0.0,0.0,0.6,0.1,0.0,0.0,0.0,300,cl_132,None_reservoir,12,0.31
1.0,0.7,0.7,0.0,0.0,0.6,0.0,0.0,0.0,0.0,350,cl_132,None_reservoir,12,0.3
0.1,0.1,0.8,0.0,0.0,0.3,0.0,0.0,0.0,0.0,400,cl_132,None_reservoir,12,0.13
0.2,0.1,0.5,0.0,0.0,0.2,0.0,0.0,0.9,0.0,450,cl_132,None_reservoir,12,0.19
1.0,0.5,1.0,0.0,0.0,0.9,0.0,0.0,1.0,0.0,500,cl_132,None_reservoir,12,0.44
0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,cl_133,None_reservoir,13,0.03
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,cl_133,None_reservoir,13,0.1
0.9,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,cl_133,None_reservoir,13,0.15
0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,cl_133,None_reservoir,13,0.0699999999999999
0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,250,cl_133,None_reservoir,13,0.06
0.8,0.0,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,300,cl_133,None_reservoir,13,0.24
0.5,0.0,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,350,cl_133,None_reservoir,13,0.21
0.9,0.0,0.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,cl_133,None_reservoir,13,0.26
1.0,0.0,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,450,cl_133,None_reservoir,13,0.26
1.0,0.0,0.5,0.0,0.0,0.8,0.0,0.0,0.0,0.0,500,cl_133,None_reservoir,13,0.2299999999999999
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,cl_134,None_reservoir,14,0.1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,cl_134,None_reservoir,14,0.1
0.9,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,cl_134,None_reservoir,14,0.2299999999999999
1.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,cl_134,None_reservoir,14,0.19
0.9,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,cl_134,None_reservoir,14,0.16
1.0,0.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,300,cl_134,None_reservoir,14,0.2799999999999999
0.7,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.0,0.0,350,cl_134,None_reservoir,14,0.25
0.6,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,cl_134,None_reservoir,14,0.1
0.1,0.0,0.8,0.0,0.0,0.9,0.0,0.0,0.0,0.0,450,cl_134,None_reservoir,14,0.18
0.3,0.0,1.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,500,cl_134,None_reservoir,14,0.19
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,cl_135,None_reservoir,15,0.1
1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,cl_135,None_reservoir,15,0.19
0.4,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,cl_135,None_reservoir,15,0.19
1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,cl_135,None_reservoir,15,0.22
1.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,cl_135,None_reservoir,15,0.22
0.9,0.6,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,300,cl_135,None_reservoir,15,0.3299999999999999
0.7,0.4,0.6,0.0,0.0,0.8,0.0,0.0,0.0,0.0,350,cl_135,None_reservoir,15,0.25
0.5,0.6,0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,cl_135,None_reservoir,15,0.3
0.9,0.6,1.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,450,cl_135,None_reservoir,15,0.3399999999999999
0.7,0.6,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,500,cl_135,None_reservoir,15,0.3099999999999999
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,cl_136,None_reservoir,16,0.1
1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,cl_136,None_reservoir,16,0.18
1.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,cl_136,None_reservoir,16,0.17
0.9,0.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,cl_136,None_reservoir,16,0.21
0.7,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,cl_136,None_reservoir,16,0.1499999999999999
1.0,0.5,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,300,cl_136,None_reservoir,16,0.27
0.6,0.9,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,350,cl_136,None_reservoir,16,0.27
1.0,0.8,0.2,0.0,0.0,0.9,0.0,0.0,0.0,0.0,400,cl_136,None_reservoir,16,0.29
0.7,0.8,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,450,cl_136,None_reservoir,16,0.24
0.9,0.8,0.2,0.0,0.0,0.9,0.0,0.0,0.0,0.0,500,cl_136,None_reservoir,16,0.28
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,cl_137,None_reservoir,17,0.1
1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,cl_137,None_reservoir,17,0.1699999999999999
0.8,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,cl_137,None_reservoir,17,0.22
0.5,0.2,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,200,cl_137,None_reservoir,17,0.2299999999999999
0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,250,cl_137,None_reservoir,17,0.12
0.0,0.3,0.3,0.9,0.0,0.0,0.0,0.0,0.0,0.1,300,cl_137,None_reservoir,17,0.16
0.8,0.2,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,350,cl_137,None_reservoir,17,0.26
0.9,0.4,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,400,cl_137,None_reservoir,17,0.25
0.1,0.3,0.6,0.7,0.0,0.0,0.0,0.0,1.0,0.0,450,cl_137,None_reservoir,17,0.27
0.6,0.1,0.8,1.0,0.0,0.0,0.0,0.0,1.0,0.7,500,cl_137,None_reservoir,17,0.42
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,cl_138,None_reservoir,18,0.1
1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,100,cl_138,None_reservoir,18,0.24
0.9,0.9,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,cl_138,None_reservoir,18,0.25
0.9,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,cl_138,None_reservoir,18,0.19
0.7,0.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,cl_138,None_reservoir,18,0.18
0.6,0.7,0.8,0.0,0.0,0.9,0.0,0.0,0.0,0.0,300,cl_138,None_reservoir,18,0.2999999999999999
0.9,0.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,350,cl_138,None_reservoir,18,0.31
0.9,0.3,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,cl_138,None_reservoir,18,0.2799999999999999
0.8,0.7,0.6,0.0,0.0,1.0,0.0,0.0,0.6,0.0,450,cl_138,None_reservoir,18,0.37
0.9,0.7,0.8,0.0,0.0,1.0,0.0,0.0,0.5,0.0,500,cl_138,None_reservoir,18,0.39
0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,cl_139,None_reservoir,19,0.08
0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,cl_139,None_reservoir,19,0.08
0.8,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,cl_139,None_reservoir,19,0.17
0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,cl_139,None_reservoir,19,0.1699999999999999
0.8,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,cl_139,None_reservoir,19,0.15
0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,cl_139,None_reservoir,19,0.19
1.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,cl_139,None_reservoir,19,0.19
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,cl_139,None_reservoir,19,0.2
0.8,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,450,cl_139,None_reservoir,19,0.27
0.4,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,500,cl_139,None_reservoir,19,0.2299999999999999
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,cl_14,None_fifo,14,0.1
0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,cl_14,None_fifo,14,0.09
0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,cl_14,None_fifo,14,0.05
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,200,cl_14,None_fifo,14,0.1
0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,250,cl_14,None_fifo,14,0.08
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,300,cl_14,None_fifo,14,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,350,cl_14,None_fifo,14,0.09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,400,cl_14,None_fifo,14,0.04
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,450,cl_14,None_fifo,14,0.06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,500,cl_14,None_fifo,14,0.1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,cl_140,agem,0,0.1
